Bahasa Indonesia,Bahasa Inggris,Matematika,Fisika,Biologi,Seni,Geografi,Sejarah,Pendidikan Jasmani,Kewirausahaan,Ekonomi,MBTI,Hobi,Gaya Belajar,Jurusan Kuliah
79,88,75,63,74,69,84,76,74,88,96,ENFJ,Organisasi,Kinestetik,Manajemen
82,91,80,70,63,75,70,70,70,98,95,ENFJ,Organisasi,Visual,Manajemen
81,95,87,57,57,62,78,74,82,100,93,ENFJ,Organisasi,Visual,Manajemen
87,80,85,57,71,66,73,70,75,87,85,ENFJ,Organisasi,Auditori,Manajemen
80,80,85,64,60,63,75,81,82,96,90,ENFJ,Organisasi,Kinestetik,Manajemen
75,91,81,63,75,71,70,78,85,93,91,ESFJ,Organisasi,Kinestetik,Manajemen
85,86,89,58,55,63,81,71,85,95,90,ESFJ,Public Speaking,Kinestetik,Manajemen
83,80,75,64,71,72,80,72,72,98,92,ESFJ,Organisasi,Visual,Manajemen
81,90,83,57,55,75,78,85,79,88,98,ENFJ,Public Speaking,Kinestetik,Manajemen
83,91,89,56,65,60,83,76,78,86,90,ENFJ,Organisasi,Kinestetik,Manajemen
76,84,83,62,57,80,71,85,83,89,90,ESFJ,Organisasi,Visual,Manajemen
88,80,82,68,57,76,72,75,75,98,96,ENFJ,Organisasi,Kinestetik,Manajemen
77,93,90,61,64,73,70,78,75,90,97,ESFJ,Public Speaking,Visual,Manajemen
75,88,83,63,67,78,85,79,85,98,95,ENFJ,Organisasi,Kinestetik,Manajemen
80,83,90,67,58,73,75,71,82,92,98,ESFJ,Organisasi,Auditori,Manajemen
82,91,85,66,64,63,77,81,73,87,88,ENFJ,Public Speaking,Visual,Manajemen
87,94,90,58,74,67,83,84,83,88,85,ENFJ,Public Speaking,Visual,Manajemen
84,88,85,64,63,74,72,76,74,85,98,ENFJ,Organisasi,Auditori,Manajemen
88,95,80,70,69,63,77,84,80,86,87,ESFJ,Organisasi,Visual,Manajemen
85,90,86,60,56,61,79,71,77,85,100,ENFJ,Organisasi,Kinestetik,Manajemen
87,80,81,55,64,69,83,81,71,98,92,ENFJ,Organisasi,Kinestetik,Manajemen
78,87,82,60,71,77,70,80,77,93,91,ESFJ,Organisasi,Kinestetik,Manajemen
78,94,75,64,60,60,76,70,84,89,96,ENFJ,Organisasi,Kinestetik,Manajemen
77,93,75,55,72,62,74,80,85,95,86,ESFJ,Public Speaking,Visual,Manajemen
82,87,77,70,71,68,78,77,75,98,85,ENFJ,Organisasi,Visual,Manajemen
75,93,80,56,55,68,70,81,85,87,93,ESFJ,Organisasi,Kinestetik,Manajemen
83,80,79,64,74,73,83,71,75,86,96,ESFJ,Organisasi,Visual,Manajemen
75,80,75,62,56,73,72,71,81,99,98,ENFJ,Organisasi,Kinestetik,Manajemen
76,86,90,64,64,75,73,79,82,89,88,ENFJ,Organisasi,Visual,Manajemen
83,84,77,65,55,78,74,76,79,87,90,ENFJ,Organisasi,Auditori,Manajemen
81,83,86,58,71,63,79,70,84,87,97,ENFJ,Public Speaking,Visual,Manajemen
82,81,83,60,59,71,80,73,79,100,100,ESFJ,Public Speaking,Kinestetik,Manajemen
86,80,81,66,58,73,81,79,77,85,87,ENFJ,Public Speaking,Visual,Manajemen
82,87,85,57,71,64,75,78,77,86,95,ESFJ,Public Speaking,Auditori,Manajemen
87,88,86,59,65,70,82,78,77,100,90,ENFJ,Public Speaking,Auditori,Manajemen
82,88,86,59,63,77,71,77,85,86,89,ENFJ,Organisasi,Kinestetik,Manajemen
87,89,84,70,59,74,71,73,85,91,88,ENFJ,Public Speaking,Kinestetik,Manajemen
78,84,88,63,73,77,76,81,83,89,99,ESFJ,Public Speaking,Auditori,Manajemen
80,81,87,56,66,79,77,78,76,98,96,ESFJ,Public Speaking,Visual,Manajemen
84,83,85,70,61,72,74,78,85,87,94,ESFJ,Public Speaking,Auditori,Manajemen
79,85,80,63,66,72,77,70,72,85,96,ESFJ,Public Speaking,Kinestetik,Manajemen
75,92,79,64,74,74,80,73,83,100,90,ENFJ,Organisasi,Visual,Manajemen
85,81,81,62,56,75,81,85,83,98,93,ENFJ,Organisasi,Visual,Manajemen
75,81,82,59,55,61,79,75,70,89,98,ESFJ,Public Speaking,Auditori,Manajemen
77,86,86,68,56,79,72,72,82,100,90,ENFJ,Public Speaking,Auditori,Manajemen
77,92,88,61,55,69,85,73,85,98,95,ESFJ,Organisasi,Auditori,Manajemen
84,81,82,64,59,68,85,74,74,95,100,ESFJ,Organisasi,Kinestetik,Manajemen
85,93,83,65,59,65,72,83,71,94,88,ENFJ,Public Speaking,Visual,Manajemen
88,90,78,70,60,61,84,84,84,91,88,ESFJ,Public Speaking,Kinestetik,Manajemen
76,85,79,68,68,62,79,82,72,88,85,ENFJ,Organisasi,Visual,Manajemen
87,92,85,66,62,77,76,83,70,89,94,ENFJ,Organisasi,Auditori,Manajemen
75,82,83,66,67,62,71,77,84,96,100,ESFJ,Organisasi,Auditori,Manajemen
89,91,85,69,71,72,74,73,78,96,92,ESFJ,Organisasi,Auditori,Manajemen
78,84,89,63,69,69,74,81,82,91,89,ESFJ,Organisasi,Kinestetik,Manajemen
82,88,75,62,59,76,70,81,75,94,91,ESFJ,Public Speaking,Visual,Manajemen
77,80,90,62,61,66,75,84,70,93,94,ENFJ,Public Speaking,Auditori,Manajemen
77,81,78,70,59,60,74,70,76,90,96,ESFJ,Organisasi,Kinestetik,Manajemen
75,83,75,69,66,65,71,71,84,87,85,ENFJ,Organisasi,Auditori,Manajemen
85,89,83,55,56,68,75,77,77,93,89,ENFJ,Organisasi,Auditori,Manajemen
78,94,77,55,73,70,77,85,77,90,96,ESFJ,Organisasi,Auditori,Manajemen
87,83,77,64,72,75,72,80,78,96,97,ESFJ,Public Speaking,Auditori,Manajemen
88,84,85,65,65,76,74,74,85,89,89,ESFJ,Organisasi,Kinestetik,Manajemen
86,93,83,70,71,63,72,82,71,92,99,ENFJ,Organisasi,Kinestetik,Manajemen
78,87,78,61,75,62,78,73,83,85,89,ENFJ,Public Speaking,Auditori,Manajemen
76,81,80,57,64,69,73,77,76,95,88,ENFJ,Public Speaking,Auditori,Manajemen
88,81,90,65,70,68,72,74,77,91,100,ENFJ,Public Speaking,Visual,Manajemen
81,83,82,68,69,68,72,79,73,85,90,ESFJ,Public Speaking,Visual,Manajemen
88,92,89,55,63,63,72,74,85,88,86,ENFJ,Public Speaking,Visual,Manajemen
83,86,90,65,70,75,79,81,73,94,86,ESFJ,Public Speaking,Visual,Manajemen
76,88,80,58,63,69,82,81,72,90,87,ENFJ,Organisasi,Visual,Manajemen
90,86,77,58,55,74,85,78,79,97,92,ESFJ,Public Speaking,Visual,Manajemen
82,83,88,69,70,62,74,75,80,85,99,ESFJ,Organisasi,Visual,Manajemen
81,94,76,58,55,74,78,73,82,92,93,ENFJ,Public Speaking,Auditori,Manajemen
89,81,82,57,55,73,81,72,75,95,92,ENFJ,Public Speaking,Auditori,Manajemen
76,85,86,59,68,76,71,74,84,100,91,ESFJ,Public Speaking,Kinestetik,Manajemen
87,85,88,69,67,73,73,85,71,87,97,ESFJ,Public Speaking,Kinestetik,Manajemen
87,83,80,55,59,62,71,79,79,97,89,ESFJ,Public Speaking,Visual,Manajemen
87,81,80,55,57,76,76,74,79,88,89,ESFJ,Organisasi,Kinestetik,Manajemen
83,87,82,57,58,65,72,74,85,95,89,ESFJ,Organisasi,Kinestetik,Manajemen
89,81,88,63,55,72,72,70,72,97,96,ESFJ,Public Speaking,Auditori,Manajemen
86,93,77,62,72,73,72,79,77,97,99,ESFJ,Public Speaking,Auditori,Manajemen
82,84,83,68,71,75,81,76,83,86,85,ESFJ,Public Speaking,Visual,Manajemen
77,94,80,62,55,60,77,72,75,97,99,ENFJ,Organisasi,Auditori,Manajemen
90,95,78,55,73,76,74,81,78,87,100,ENFJ,Public Speaking,Kinestetik,Manajemen
78,83,86,58,75,68,83,80,80,96,87,ENFJ,Public Speaking,Visual,Manajemen
98,99,62,67,82,68,92,91,71,88,90,ISTJ,Menghitung,Visual,Akuntansi
99,85,65,55,82,75,80,88,69,87,83,INTJ,Menganalisis,Kinestetik,Akuntansi
95,85,75,68,84,76,92,83,71,81,81,INTJ,Menghitung,Kinestetik,Akuntansi
92,93,68,57,72,79,91,86,75,81,87,ISTJ,Menganalisis,Auditori,Akuntansi
98,90,70,61,82,77,81,88,70,77,85,ISTJ,Menganalisis,Auditori,Akuntansi
93,95,75,59,83,79,84,85,76,81,79,INTJ,Menghitung,Kinestetik,Akuntansi
85,98,62,60,74,72,90,91,64,89,75,ISTJ,Menghitung,Auditori,Akuntansi
92,90,65,60,71,83,94,90,76,88,85,INTJ,Menghitung,Auditori,Akuntansi
85,96,74,57,77,67,95,87,62,78,75,INTJ,Menganalisis,Visual,Akuntansi
98,89,66,62,85,81,80,85,66,84,88,ISTJ,Menganalisis,Kinestetik,Akuntansi
88,92,65,54,77,70,91,80,80,85,79,INTJ,Menganalisis,Auditori,Akuntansi
88,94,68,65,81,75,92,85,62,76,75,INTJ,Menghitung,Visual,Akuntansi
89,95,64,51,85,78,80,81,66,79,81,INTJ,Menganalisis,Visual,Akuntansi
94,86,60,66,71,84,81,87,78,88,79,INTJ,Menghitung,Auditori,Akuntansi
91,87,60,70,90,68,93,80,75,85,79,INTJ,Menganalisis,Auditori,Akuntansi
87,98,63,63,72,79,89,83,66,75,78,ISTJ,Menganalisis,Visual,Akuntansi
86,100,63,66,72,70,84,90,80,80,87,ISTJ,Menghitung,Visual,Akuntansi
90,100,71,70,83,72,91,87,61,75,81,INTJ,Menghitung,Kinestetik,Akuntansi
85,89,69,66,83,74,83,94,73,75,76,INTJ,Menghitung,Auditori,Akuntansi
96,95,65,61,75,66,81,90,76,89,78,INTJ,Menganalisis,Kinestetik,Akuntansi
99,88,68,64,75,73,83,92,79,87,78,INTJ,Menghitung,Auditori,Akuntansi
91,93,74,58,80,84,95,91,63,88,81,ISTJ,Menghitung,Visual,Akuntansi
100,87,62,60,75,82,93,93,61,79,81,INTJ,Menganalisis,Kinestetik,Akuntansi
95,99,70,65,77,65,81,95,75,83,88,INTJ,Menganalisis,Auditori,Akuntansi
85,94,60,69,71,78,91,88,65,87,82,INTJ,Menganalisis,Visual,Akuntansi
99,95,74,52,73,84,92,90,70,80,77,INTJ,Menghitung,Kinestetik,Akuntansi
95,92,61,51,84,67,82,89,67,90,79,ISTJ,Menganalisis,Kinestetik,Akuntansi
87,98,65,57,81,71,82,91,60,81,81,INTJ,Menganalisis,Visual,Akuntansi
86,91,72,60,86,72,81,86,62,87,84,INTJ,Menganalisis,Kinestetik,Akuntansi
97,93,72,58,74,78,86,95,78,84,88,INTJ,Menganalisis,Auditori,Akuntansi
99,86,72,66,75,77,83,82,64,80,84,INTJ,Menganalisis,Kinestetik,Akuntansi
95,99,74,53,82,68,84,87,72,90,81,INTJ,Menganalisis,Visual,Akuntansi
99,95,68,59,82,84,86,95,77,86,87,ISTJ,Menghitung,Visual,Akuntansi
99,87,61,55,82,65,94,92,80,83,77,INTJ,Menganalisis,Visual,Akuntansi
88,87,70,50,84,73,81,91,70,78,76,ISTJ,Menganalisis,Auditori,Akuntansi
88,93,60,53,90,72,90,80,68,76,89,ISTJ,Menghitung,Kinestetik,Akuntansi
94,97,73,65,88,67,84,85,69,88,81,INTJ,Menghitung,Kinestetik,Akuntansi
88,91,66,52,74,70,89,84,79,77,80,INTJ,Menganalisis,Auditori,Akuntansi
92,92,63,52,70,67,89,86,75,77,88,ISTJ,Menganalisis,Kinestetik,Akuntansi
95,88,72,66,72,75,93,85,76,86,81,ISTJ,Menghitung,Kinestetik,Akuntansi
93,92,60,58,72,82,80,84,76,78,83,ISTJ,Menganalisis,Kinestetik,Akuntansi
89,98,63,67,78,65,85,81,61,76,90,ISTJ,Menganalisis,Kinestetik,Akuntansi
85,92,64,65,76,73,95,89,80,87,88,INTJ,Menganalisis,Kinestetik,Akuntansi
85,87,74,51,73,81,94,94,74,90,78,INTJ,Menganalisis,Visual,Akuntansi
93,96,69,58,81,76,94,88,60,78,87,ISTJ,Menganalisis,Auditori,Akuntansi
86,100,64,53,78,80,94,89,72,79,88,ISTJ,Menganalisis,Visual,Akuntansi
87,95,74,50,76,78,87,85,75,84,88,INTJ,Menganalisis,Kinestetik,Akuntansi
87,97,71,63,85,71,82,94,77,83,85,ISTJ,Menghitung,Auditori,Akuntansi
93,96,75,60,80,76,87,93,71,85,82,ISTJ,Menganalisis,Kinestetik,Akuntansi
99,89,71,68,73,79,91,93,71,89,80,ISTJ,Menghitung,Auditori,Akuntansi
91,98,74,63,86,70,85,93,78,87,87,ISTJ,Menghitung,Auditori,Akuntansi
96,89,61,53,72,78,89,82,61,90,87,ISTJ,Menganalisis,Kinestetik,Akuntansi
91,93,63,69,80,75,91,84,69,83,75,INTJ,Menghitung,Auditori,Akuntansi
97,97,68,69,84,73,84,89,64,80,77,ISTJ,Menganalisis,Visual,Akuntansi
92,100,63,63,89,83,80,80,65,81,77,ISTJ,Menghitung,Auditori,Akuntansi
98,98,73,64,89,65,90,86,60,80,89,INTJ,Menghitung,Kinestetik,Akuntansi
97,97,61,65,89,79,87,83,65,80,77,ISTJ,Menganalisis,Auditori,Akuntansi
99,91,73,59,80,79,87,89,65,86,75,ISTJ,Menghitung,Auditori,Akuntansi
90,88,62,62,90,66,88,92,79,77,90,ISTJ,Menghitung,Kinestetik,Akuntansi
100,97,68,54,82,77,80,83,73,77,90,ISTJ,Menghitung,Kinestetik,Akuntansi
93,100,64,59,73,69,89,93,67,87,77,ISTJ,Menghitung,Kinestetik,Akuntansi
96,96,73,68,83,76,84,85,72,77,81,INTJ,Menganalisis,Auditori,Akuntansi
99,88,70,60,76,77,95,95,64,79,88,ISTJ,Menganalisis,Kinestetik,Akuntansi
100,93,71,56,75,78,85,80,63,87,90,ISTJ,Menganalisis,Visual,Akuntansi
89,91,67,57,81,82,86,82,63,85,83,INTJ,Menghitung,Kinestetik,Akuntansi
98,86,65,57,84,73,85,85,79,78,81,ISTJ,Menghitung,Kinestetik,Akuntansi
87,87,60,65,87,70,82,87,64,76,77,ISTJ,Menganalisis,Kinestetik,Akuntansi
85,90,71,55,72,67,91,87,72,79,87,ISTJ,Menganalisis,Visual,Akuntansi
90,97,65,67,81,79,89,84,78,89,86,ISTJ,Menghitung,Auditori,Akuntansi
97,87,70,65,74,76,94,80,70,88,77,INTJ,Menghitung,Kinestetik,Akuntansi
86,100,68,59,85,78,86,82,66,90,85,ISTJ,Menganalisis,Auditori,Akuntansi
100,87,65,51,71,74,84,91,61,78,90,ISTJ,Menganalisis,Auditori,Akuntansi
100,96,61,51,86,72,95,95,76,84,88,ISTJ,Menganalisis,Visual,Akuntansi
91,97,75,68,82,77,92,95,76,77,89,ISTJ,Menganalisis,Auditori,Akuntansi
90,95,68,68,88,81,91,80,74,84,79,INTJ,Menghitung,Visual,Akuntansi
93,86,66,54,84,85,94,84,73,88,76,INTJ,Menganalisis,Auditori,Akuntansi
92,89,68,50,84,71,83,82,77,81,83,ISTJ,Menghitung,Kinestetik,Akuntansi
90,89,74,60,73,68,87,82,68,78,87,INTJ,Menganalisis,Auditori,Akuntansi
85,87,74,52,71,73,86,86,71,80,77,ISTJ,Menganalisis,Kinestetik,Akuntansi
85,99,75,68,73,69,88,93,68,89,82,ISTJ,Menganalisis,Visual,Akuntansi
92,86,75,55,70,82,86,95,74,75,78,ISTJ,Menganalisis,Visual,Akuntansi
92,88,65,57,89,83,80,91,78,77,89,INTJ,Menganalisis,Visual,Akuntansi
98,96,63,60,76,81,86,82,71,89,80,INTJ,Menghitung,Kinestetik,Akuntansi
98,87,73,56,90,69,95,88,72,78,86,ISTJ,Menghitung,Kinestetik,Akuntansi
99,87,74,51,71,65,90,93,60,88,75,INTJ,Menganalisis,Kinestetik,Akuntansi
96,87,65,67,71,76,87,88,72,81,77,INTJ,Menganalisis,Kinestetik,Akuntansi
91,98,64,67,86,76,84,90,72,75,88,ISTJ,Menganalisis,Kinestetik,Akuntansi
99,91,65,61,81,70,88,90,63,82,81,ISTJ,Menghitung,Visual,Akuntansi
100,94,69,55,70,78,81,90,69,85,77,INTJ,Menghitung,Auditori,Akuntansi
99,94,61,57,88,74,85,91,78,88,78,ISTJ,Menganalisis,Auditori,Akuntansi
88,97,63,56,75,72,89,91,70,77,81,ISTJ,Menganalisis,Auditori,Akuntansi
96,87,71,55,82,77,93,90,74,82,85,INTJ,Menganalisis,Kinestetik,Akuntansi
86,96,75,52,84,73,88,90,79,84,82,INTJ,Menghitung,Auditori,Akuntansi
96,100,74,63,81,85,86,88,76,85,76,INTJ,Menganalisis,Visual,Akuntansi
96,96,71,59,79,78,92,86,73,90,75,INTJ,Menghitung,Auditori,Akuntansi
100,88,69,66,83,83,88,88,71,84,85,ISTJ,Menganalisis,Visual,Akuntansi
95,91,60,69,85,66,85,83,68,85,80,INTJ,Menganalisis,Kinestetik,Akuntansi
99,91,69,54,84,74,93,94,77,76,86,ISTJ,Menganalisis,Auditori,Akuntansi
92,98,75,63,90,76,93,81,64,85,90,INTJ,Menganalisis,Auditori,Akuntansi
88,85,71,55,75,65,95,88,67,89,83,INTJ,Menghitung,Auditori,Akuntansi
90,85,63,52,88,68,80,88,75,82,80,INTJ,Menghitung,Visual,Akuntansi
93,87,67,58,90,69,93,90,65,86,84,INTJ,Menganalisis,Kinestetik,Akuntansi
93,86,65,52,88,82,81,80,62,85,86,INTJ,Menganalisis,Auditori,Akuntansi
85,98,70,53,70,74,83,82,62,83,80,INTJ,Menghitung,Auditori,Akuntansi
85,86,60,54,89,80,87,92,61,85,89,ISTJ,Menghitung,Kinestetik,Akuntansi
97,88,65,64,79,78,92,91,63,75,85,ISTJ,Menganalisis,Auditori,Akuntansi
96,99,66,58,70,82,84,89,76,85,81,ISTJ,Menghitung,Visual,Akuntansi
88,87,68,52,84,70,83,80,71,84,75,ISTJ,Menghitung,Kinestetik,Akuntansi
90,90,70,70,81,69,93,94,69,78,76,INTJ,Menganalisis,Auditori,Akuntansi
100,86,71,54,78,85,83,87,80,86,83,ISTJ,Menghitung,Kinestetik,Akuntansi
87,89,69,59,82,84,80,88,69,88,88,INTJ,Menghitung,Auditori,Akuntansi
89,100,69,63,76,78,89,81,71,82,84,INTJ,Menganalisis,Kinestetik,Akuntansi
85,98,70,56,74,68,88,94,79,79,84,INTJ,Menghitung,Kinestetik,Akuntansi
96,96,70,50,90,68,90,82,66,85,78,ISTJ,Menganalisis,Kinestetik,Akuntansi
86,89,70,54,75,67,93,87,72,78,75,ISTJ,Menghitung,Auditori,Akuntansi
91,100,63,70,78,78,83,95,80,81,75,INTJ,Menghitung,Auditori,Akuntansi
98,92,61,67,87,65,87,86,63,90,80,INTJ,Menghitung,Kinestetik,Akuntansi
90,98,61,66,71,70,94,91,75,81,77,INTJ,Menghitung,Auditori,Akuntansi
93,91,64,56,71,75,85,90,61,86,80,ISTJ,Menganalisis,Auditori,Akuntansi
98,100,66,53,88,66,83,92,66,82,81,ISTJ,Menganalisis,Kinestetik,Akuntansi
85,87,69,57,87,83,87,95,70,77,85,INTJ,Menganalisis,Kinestetik,Akuntansi
95,89,62,56,72,85,83,81,80,88,85,ISTJ,Menganalisis,Auditori,Akuntansi
85,99,72,65,84,81,80,80,63,77,76,INTJ,Menghitung,Auditori,Akuntansi
91,100,71,60,79,71,94,87,74,78,79,ISTJ,Menganalisis,Kinestetik,Akuntansi
97,91,60,55,90,76,87,84,80,87,84,ISTJ,Menghitung,Kinestetik,Akuntansi
87,95,66,63,89,71,92,87,63,78,90,INTJ,Menghitung,Auditori,Akuntansi
94,85,61,56,74,83,81,88,80,80,77,INTJ,Menghitung,Visual,Akuntansi
94,95,62,62,86,66,84,84,80,86,89,INTJ,Menganalisis,Auditori,Akuntansi
92,99,67,63,70,72,84,86,65,76,88,INTJ,Menganalisis,Auditori,Akuntansi
87,87,71,58,77,67,93,84,72,85,81,ISTJ,Menghitung,Auditori,Akuntansi
93,95,73,65,73,85,95,93,76,76,81,INTJ,Menganalisis,Visual,Akuntansi
86,94,66,66,72,84,89,81,73,80,84,INTJ,Menganalisis,Kinestetik,Akuntansi
100,89,60,59,82,76,94,88,74,76,78,ISTJ,Menghitung,Auditori,Akuntansi
99,87,75,68,74,81,84,81,80,87,78,INTJ,Menganalisis,Visual,Akuntansi
88,92,64,67,79,75,81,83,71,87,80,ISTJ,Menganalisis,Auditori,Akuntansi
86,91,64,70,73,81,80,95,63,84,90,ISTJ,Menganalisis,Kinestetik,Akuntansi
98,95,66,68,84,71,92,84,68,78,84,INTJ,Menghitung,Auditori,Akuntansi
93,99,69,54,74,75,92,84,75,84,75,ISTJ,Menganalisis,Visual,Akuntansi
97,100,67,51,74,75,85,94,73,89,87,INTJ,Menganalisis,Auditori,Akuntansi
99,93,63,57,81,65,81,85,64,78,82,ISTJ,Menghitung,Visual,Akuntansi
91,86,71,70,86,79,84,89,64,89,78,ISTJ,Menganalisis,Visual,Akuntansi
100,92,65,69,75,75,87,92,76,86,83,INTJ,Menganalisis,Kinestetik,Akuntansi
89,86,60,63,82,81,90,94,77,75,79,ISTJ,Menganalisis,Visual,Akuntansi
93,85,72,53,77,80,83,85,64,78,80,ISTJ,Menganalisis,Kinestetik,Akuntansi
99,91,72,52,90,85,94,80,62,86,85,INTJ,Menghitung,Visual,Akuntansi
99,98,61,58,74,85,86,92,69,81,90,ISTJ,Menghitung,Visual,Akuntansi
88,85,65,70,73,66,90,90,78,90,85,ISTJ,Menghitung,Visual,Akuntansi
96,91,64,69,86,72,88,86,60,80,76,INTJ,Menghitung,Kinestetik,Akuntansi
88,94,65,60,73,80,89,81,75,81,87,INTJ,Menghitung,Kinestetik,Akuntansi
91,95,75,53,79,82,92,95,63,89,77,ISTJ,Menganalisis,Auditori,Akuntansi
100,94,74,56,71,73,82,89,69,89,80,INTJ,Menganalisis,Visual,Akuntansi
100,99,74,67,82,83,84,88,79,83,89,ISTJ,Menghitung,Kinestetik,Akuntansi
100,96,65,59,79,82,95,90,78,83,88,INTJ,Menganalisis,Kinestetik,Akuntansi
86,94,66,51,78,69,93,92,75,79,76,ISTJ,Menganalisis,Kinestetik,Akuntansi
96,89,73,56,75,75,92,91,76,89,82,INTJ,Menghitung,Visual,Akuntansi
98,87,69,64,78,80,90,82,68,89,77,INTJ,Menghitung,Kinestetik,Akuntansi
96,89,64,64,73,75,91,86,64,84,78,INTJ,Menghitung,Kinestetik,Akuntansi
86,91,65,60,75,80,81,94,64,75,78,INTJ,Menghitung,Visual,Akuntansi
95,86,63,60,78,75,92,86,65,88,80,ISTJ,Menghitung,Kinestetik,Akuntansi
88,89,65,61,78,65,80,90,66,75,81,ISTJ,Menganalisis,Kinestetik,Akuntansi
85,91,63,57,76,69,90,93,77,87,90,ISTJ,Menghitung,Kinestetik,Akuntansi
89,99,63,55,78,70,90,87,75,84,81,INTJ,Menganalisis,Kinestetik,Akuntansi
95,89,75,54,84,66,82,83,63,80,83,ISTJ,Menganalisis,Visual,Akuntansi
87,85,60,61,84,80,95,81,61,88,75,ISTJ,Menganalisis,Auditori,Akuntansi
88,94,66,54,78,68,91,85,78,76,89,INTJ,Menganalisis,Kinestetik,Akuntansi
89,93,73,58,76,81,91,88,73,88,89,INTJ,Menganalisis,Auditori,Akuntansi
93,94,63,54,87,71,85,87,66,87,77,INTJ,Menganalisis,Auditori,Akuntansi
98,99,69,63,81,77,89,93,70,81,76,INTJ,Menganalisis,Auditori,Akuntansi
88,92,65,63,82,85,85,91,67,83,77,INTJ,Menghitung,Auditori,Akuntansi
91,86,75,53,85,76,83,85,72,76,78,ISTJ,Menghitung,Auditori,Akuntansi
85,88,64,62,90,82,83,84,67,81,76,ISTJ,Menghitung,Auditori,Akuntansi
92,92,61,64,78,84,82,81,73,83,85,ISTJ,Menghitung,Visual,Akuntansi
94,85,68,59,78,78,90,90,76,75,88,ISTJ,Menghitung,Visual,Akuntansi
97,89,66,56,90,80,86,82,72,90,78,INTJ,Menganalisis,Kinestetik,Akuntansi
89,99,67,67,73,81,95,90,73,76,85,INTJ,Menganalisis,Visual,Akuntansi
85,88,74,67,90,65,91,92,74,86,81,ISTJ,Menghitung,Visual,Akuntansi
96,92,70,66,86,72,81,92,72,85,75,INTJ,Menganalisis,Auditori,Akuntansi
98,93,68,57,88,79,88,80,74,83,77,INTJ,Menghitung,Auditori,Akuntansi
86,98,74,70,73,71,95,93,78,79,88,INTJ,Menganalisis,Visual,Akuntansi
91,88,65,51,88,76,82,87,65,86,79,ISTJ,Menghitung,Kinestetik,Akuntansi
97,94,60,61,86,84,84,83,74,85,89,INTJ,Menghitung,Auditori,Akuntansi
96,90,65,53,75,77,80,94,78,89,80,INTJ,Menghitung,Kinestetik,Akuntansi
91,97,65,59,70,79,90,82,65,77,80,ISTJ,Menganalisis,Visual,Akuntansi
88,91,62,52,89,84,86,93,72,88,84,INTJ,Menghitung,Auditori,Akuntansi
100,95,68,62,77,81,83,80,78,85,77,ISTJ,Menghitung,Visual,Akuntansi
96,89,60,69,90,65,81,89,63,81,75,INTJ,Menganalisis,Auditori,Akuntansi
97,93,62,66,85,79,93,85,78,84,76,ISTJ,Menghitung,Auditori,Akuntansi
86,88,75,65,80,85,89,91,80,82,80,ISTJ,Menganalisis,Visual,Akuntansi
89,95,74,52,87,76,87,86,74,75,85,INTJ,Menghitung,Visual,Akuntansi
94,89,63,54,88,81,87,88,60,75,76,ISTJ,Menghitung,Visual,Akuntansi
89,92,61,69,90,75,85,86,69,88,82,ISTJ,Menghitung,Auditori,Akuntansi
100,87,75,62,73,74,85,86,77,90,78,ISTJ,Menganalisis,Auditori,Akuntansi
100,98,60,64,75,80,89,92,64,82,81,INTJ,Menghitung,Visual,Akuntansi
95,99,71,70,77,68,81,94,72,87,79,ISTJ,Menganalisis,Visual,Akuntansi
89,96,68,54,80,84,83,82,64,81,76,INTJ,Menganalisis,Visual,Akuntansi
92,98,74,60,72,66,80,84,69,82,80,INTJ,Menganalisis,Visual,Akuntansi
89,91,72,67,84,79,92,90,70,84,77,ISTJ,Menghitung,Kinestetik,Akuntansi
85,85,62,69,84,75,94,92,71,80,84,ISTJ,Menganalisis,Auditori,Akuntansi
83,72,56,50,61,99,65,73,81,78,88,INFP,Fotografi,Auditori,Desain Grafis
87,74,62,48,55,96,71,74,84,80,90,INFP,Menggambar,Kinestetik,Desain Grafis
70,90,65,54,57,97,61,60,60,76,89,ISFP,Menggambar,Kinestetik,Desain Grafis
87,72,65,55,65,97,61,79,75,75,83,INFP,Fotografi,Visual,Desain Grafis
90,89,70,59,59,92,75,74,73,85,83,INFP,Fotografi,Auditori,Desain Grafis
86,71,66,47,65,99,63,64,80,82,70,ISFP,Fotografi,Kinestetik,Desain Grafis
72,78,65,44,58,98,73,66,71,78,71,INFP,Fotografi,Visual,Desain Grafis
77,76,50,51,52,94,69,78,67,74,72,INFP,Menggambar,Auditori,Desain Grafis
88,78,52,57,64,96,77,63,83,90,81,ISFP,Menggambar,Auditori,Desain Grafis
83,84,67,59,61,93,80,60,77,79,70,INFP,Menggambar,Visual,Desain Grafis
77,77,57,48,55,100,61,68,77,72,81,INFP,Menggambar,Auditori,Desain Grafis
71,82,55,56,65,91,66,75,83,90,70,ISFP,Fotografi,Auditori,Desain Grafis
79,79,55,46,50,98,72,71,77,88,79,INFP,Menggambar,Visual,Desain Grafis
90,85,68,57,59,90,60,69,66,73,75,INFP,Menggambar,Auditori,Desain Grafis
83,72,62,55,65,94,73,69,75,75,81,ISFP,Fotografi,Visual,Desain Grafis
78,77,59,46,62,98,65,70,70,88,78,INFP,Menggambar,Auditori,Desain Grafis
70,75,61,53,55,95,68,73,75,81,89,ISFP,Fotografi,Kinestetik,Desain Grafis
